time,open,close,high,low,volume
2020-11-01 15:40:00,13821.0,13822.65154172,13825.0,13820.3160426,0.27881678
2020-11-01 15:38:00,13819.0,13820.0,13821.0,13815.0,5.40873909
2020-11-01 15:37:00,13831.0,13820.0,13831.0,13820.0,0.63937
2020-11-01 15:36:00,13833.0,13831.0,13833.0,13831.0,1.28138258
2020-11-01 15:35:00,13837.832286,13832.0,13837.832286,13829.0,1.4710999999999999
2020-11-01 15:34:00,13837.0,13838.0,13838.0,13837.0,0.025
2020-11-01 15:33:00,13828.0,13833.0,13833.0,13827.0,6.419225
2020-11-01 15:32:00,13839.0,13824.0,13839.0,13824.0,7.03781161
2020-11-01 15:31:00,13842.0,13839.0,13842.0,13839.0,6.7566558
2020-11-01 15:30:00,13841.33553468,13842.0,13842.0,13841.0,0.8759047799999999
2020-11-01 15:29:00,13837.0,13841.0,13842.0,13837.0,0.9614527
2020-11-01 15:28:00,13844.0,13835.0,13844.0,13835.0,0.86939264
2020-11-01 15:27:00,13842.0,13844.0,13844.0,13842.0,0.09027994
2020-11-01 15:26:00,13840.0,13841.0,13842.0,13839.0,1.40280736
2020-11-01 15:25:00,13828.0,13840.0,13840.0,13828.0,0.68648425
2020-11-01 15:24:00,13828.0,13828.0,13829.0,13828.0,0.075
2020-11-01 15:23:00,13844.0,13831.0,13844.0,13831.0,1.491101
2020-11-01 15:22:00,13842.0,13834.0,13843.0,13833.0,3.53733705
2020-11-01 15:21:00,13842.0,13842.50328424,13842.50328424,13842.0,0.01168344
2020-11-01 15:20:00,13830.0,13842.0,13842.0,13830.0,0.29139773999999996
2020-11-01 15:19:00,13827.0,13827.0,13827.0,13826.0,2.02583705
2020-11-01 15:18:00,13837.832286,13826.0,13837.832286,13818.0,19.9512474
2020-11-01 15:17:00,13832.0,13837.832286,13839.00003556,13832.0,0.24960000000000002
2020-11-01 15:16:00,13831.0,13836.0,13845.0,13831.0,9.752600000000001
2020-11-01 15:15:00,13848.0,13831.0,13848.0,13829.65803908,1.8847
2020-11-01 15:14:00,13861.0,13847.0,13861.0,13845.0,0.36370929
2020-11-01 15:13:00,13849.0,13860.0,13863.63968,13849.0,2.3764571
2020-11-01 15:12:00,13845.4848,13848.0,13849.0,13843.38364164,0.33333298
2020-11-01 15:11:00,13834.0,13846.0,13846.0,13833.0,7.81201376
2020-11-01 15:10:00,13826.55514086,13833.0,13835.0,13826.55514086,2.46346178
2020-11-01 15:09:00,13825.0,13827.0,13827.0,13825.0,0.95806311
2020-11-01 15:08:00,13823.0,13824.98704084,13825.0,13823.0,1.02189
2020-11-01 15:07:00,13811.0,13822.0,13822.0,13811.0,0.49524866
2020-11-01 15:06:00,13811.0,13811.0,13811.0,13811.0,3.96227404
2020-11-01 15:05:00,13810.0,13811.0,13811.0,13810.0,0.72299529
2020-11-01 15:04:00,13810.0,13809.0,13810.0,13809.0,0.265
2020-11-01 15:03:00,13800.0,13809.0,13809.0,13800.0,0.56060354
2020-11-01 15:02:00,13800.0,13800.0,13801.0,13799.29655052,1.30492392
2020-11-01 15:01:00,13800.0,13800.0,13800.0,13800.0,0.01
2020-11-01 15:00:00,13791.0,13800.0,13800.0,13791.0,0.265
2020-11-01 14:59:00,13794.0,13790.0,13794.0,13788.78680448,3.1
2020-11-01 14:58:00,13782.0,13798.12880096,13799.0,13782.0,0.06484532999999999
2020-11-01 14:57:00,13775.0,13781.0,13781.0,13774.77380976,3.47835203
2020-11-01 14:56:00,13779.0,13773.0,13779.0,13773.0,0.030106
2020-11-01 14:55:00,13784.0,13780.0,13784.0,13780.0,0.050312499999999996
2020-11-01 14:54:00,13783.0,13783.0,13783.0,13783.0,0.04333057
2020-11-01 14:53:00,13794.0,13786.0,13794.0,13786.0,0.35
2020-11-01 14:52:00,13790.0,13794.0,13794.0,13790.0,0.8360000000000001
2020-11-01 14:51:00,13777.0,13784.11580624,13784.11580624,13777.0,0.19128332
2020-11-01 14:50:00,13776.68736,13777.0,13777.0,13776.0,0.441565
2020-11-01 14:49:00,13782.94805668,13776.68736,13782.94805668,13776.06963852,0.087281
2020-11-01 14:48:00,13773.0,13785.0,13785.0,13773.0,0.26213066
2020-11-01 14:47:00,13791.0,13775.0,13791.0,13770.0,4.84614007
2020-11-01 14:46:00,13810.0,13792.0,13810.0,13792.0,2.29506257
2020-11-01 14:45:00,13810.97404612,13810.0,13810.97404612,13810.0,0.035
2020-11-01 14:44:00,13807.47079744,13811.0,13811.0,13807.47079744,0.07188728
2020-11-01 14:43:00,13812.0,13807.0,13812.0,13807.0,0.4848
2020-11-01 14:42:00,13816.0,13812.0,13816.0,13812.0,0.25081313
2020-11-01 14:41:00,13815.0,13817.0,13817.0,13815.0,0.66157689
2020-11-01 14:40:00,13790.0,13815.0,13815.0,13790.0,1.19136459
2020-11-01 14:39:00,13783.0,13790.0,13790.0,13783.0,1.54122164
2020-11-01 14:38:00,13782.0,13783.0,13783.0,13782.0,0.24732687
2020-11-01 14:37:00,13782.0,13783.0,13783.0,13782.0,0.04005631
2020-11-01 14:36:00,13785.0,13782.94805668,13785.0,13782.94805668,0.055
2020-11-01 14:35:00,13785.13113894,13788.0,13788.0,13785.13113894,0.05533929
2020-11-01 14:34:00,13787.0,13787.0,13788.0,13787.0,0.24467953
2020-11-01 14:33:00,13788.0,13788.0,13788.0,13787.0,2.48846855
2020-11-01 14:32:00,13788.0,13788.0,13788.0,13788.0,0.09080947
2020-11-01 14:31:00,13786.0,13786.0,13788.0,13786.0,0.7690706700000001
2020-11-01 14:30:00,13782.0,13786.0,13786.0,13774.0,13.12782224
2020-11-01 14:29:00,13784.0,13782.0,13784.0,13781.0,1.90335048
2020-11-01 14:28:00,13787.0,13785.0,13788.0,13784.11580624,0.07482535
2020-11-01 14:27:00,13787.0,13787.0,13788.0,13787.0,0.25607417
2020-11-01 14:26:00,13792.0,13789.0,13792.0,13788.0,0.12713
2020-11-01 14:25:00,13803.0,13791.0,13803.0,13785.0,1.07685521
2020-11-01 14:24:00,13786.45130536,13803.0,13803.0,13786.45130536,0.9624127
2020-11-01 14:23:00,13783.0,13786.0,13786.0,13783.0,4.1174076
2020-11-01 14:22:00,13782.0,13784.0,13784.11580624,13782.0,0.13114308
2020-11-01 14:21:00,13794.0,13782.0,13794.0,13779.0,2.85038529
2020-11-01 14:20:00,13808.0,13796.0,13808.638547,13789.0,15.1149873
2020-11-01 14:19:00,13819.0,13808.0,13819.14829304,13808.0,1.74280232
2020-11-01 14:18:00,13824.0,13819.0,13824.0,13819.0,0.095
2020-11-01 14:17:00,13822.0,13825.0,13826.0,13819.14829304,1.04536348
2020-11-01 14:16:00,13822.0,13822.65154172,13823.0,13822.0,0.20746745
2020-11-01 14:15:00,13839.0,13822.0,13839.0,13821.0,4.17749133
2020-11-01 14:14:00,13835.0,13841.0,13847.0,13835.0,1.00391684
2020-11-01 14:13:00,13854.0,13833.0,13854.0,13833.0,6.40544282
2020-11-01 14:12:00,13849.0,13853.01303028,13862.0,13849.0,18.62872994
2020-11-01 14:11:00,13843.0,13849.0,13849.0,13842.0,1.37423854
2020-11-01 14:10:00,13837.0,13842.0,13842.50328424,13836.66453644,3.45940563
2020-11-01 14:09:00,13836.0,13837.0,13837.0,13836.0,0.99214012
2020-11-01 14:08:00,13827.0,13835.0,13836.0,13827.0,0.06581005000000001
2020-11-01 14:07:00,13835.0,13829.0,13835.0,13828.0,4.29960849
2020-11-01 14:06:00,13832.0,13836.0,13838.0,13831.9935382,5.45806761
2020-11-01 14:05:00,13821.0,13834.0,13834.01856,13821.0,2.94770394
2020-11-01 14:04:00,13813.0,13820.0,13820.0,13812.99712,0.06582233
2020-11-01 14:03:00,13803.96754876,13815.0,13815.0,13803.0,7.2417747
2020-11-01 14:02:00,13817.0,13804.54863984,13817.0,13803.0,3.0884615699999998
2020-11-01 14:01:00,13790.0,13817.0,13826.0,13790.0,39.22641
2020-11-01 14:00:00,13789.0,13790.0,13790.0,13788.78680448,0.37703891
2020-11-01 13:59:00,13789.0,13789.0,13789.0,13788.0,0.125
2020-11-01 13:58:00,13788.0,13789.0,13789.0,13788.0,1.22229498
2020-11-01 13:57:00,13788.0,13787.72013906,13788.0,13787.72013906,0.07
2020-11-01 13:56:00,13789.95455404,13788.0,13790.0,13787.72013906,6.10212432
2020-11-01 13:55:00,13789.95455404,13789.95455404,13789.95455404,13789.0,0.065
2020-11-01 13:54:00,13778.0,13790.0,13790.0,13778.0,8.10493734
2020-11-01 13:53:00,13778.0,13778.0,13778.0,13778.0,0.029
2020-11-01 13:52:00,13775.0,13778.0,13778.0,13775.0,2.06366772
2020-11-01 13:51:00,13777.0,13775.0,13777.0,13774.0,0.091
2020-11-01 13:50:00,13770.0,13777.0,13777.0,13770.0,9.5345359
2020-11-01 13:49:00,13764.0,13770.0,13771.27056108,13764.0,0.29015715
2020-11-01 13:48:00,13764.0,13764.0,13764.0,13764.0,0.039709999999999995
2020-11-01 13:47:00,13760.76081504,13764.0,13764.0,13760.76081504,0.08182
2020-11-01 13:46:00,13749.9328,13761.0,13761.0,13749.9328,0.10847
